event_id,anomaly_C,provenance
1798_irish_rebellion,1.442905405405405,tier2_hadcet_mean
1819_peterloo,3.775000000000002,tier2_hadcet_mean
1823_demerara,0.21307073487826145,tier4_20crv3
1825_decembrist,-0.05021993125356872,tier4_20crv3
1831_nat_turner,0.07658947903686197,tier4_20crv3
1848_berlin_march,4.683643177243098,tier4_20crv3
1848_june_days,0.23371911427331327,tier4_20crv3
1848_milan_five_days,-4.011902604366373,tier4_20crv3
1848_vienna_october,4.245010469017959,tier4_20crv3
1851_jintian,-0.832838280800658,tier4_20crv3
1857_bibighar_cawnpore,0.560709760232939,tier4_20crv3
1857_meerut_mutiny,-3.3140794250862697,tier4_20crv3
1857_siege_delhi,-0.9659975082155228,tier4_20crv3
1863_nyc_draft_riots,2.9252714379433513,tier4_20crv3
1866_memphis_massacre,0.7767694146783519,tier4_20crv3
1866_new_orleans_massacre,-0.5129514946995002,tier4_20crv3
1871_paris_commune,0.08951198835314678,tier4_20crv3
1900_boxer_rebellion,-1.96430189344618,tier4_20crv3
1905_bloody_sunday,-1.3833333333333333,tier1_ghcn
1910_mexican_revolution,-1.5210348461636158e-05,tier4_20crv3
1913_decena_tragica,-0.0652209101496517,tier4_20crv3
1916_easter_rising,4.777531645569619,tier1_ghcn
1917_east_st_louis,0.5791615865316722,tier4_20crv3
1917_february_revolution,-5.719631901840491,tier1_ghcn
1917_october_revolution,2.5911392405063287,tier1_ghcn
1919_boston_police_strike,6.2045162140376995,tier4_20crv3
1919_chicago_red_summer,4.3404251608805104,tier4_20crv3
1919_dc_red_summer,-1.5695497477712763,tier4_20crv3
1919_elaine_massacre,0.3289847048173016,tier4_20crv3
1920_kapp_putsch,-0.3144171779141107,tier1_ghcn
1921_tulsa_massacre,5.881980735618434,tier4_20crv3
1923_beer_hall_putsch,-0.5317460317460316,tier1_ghcn
1927_shanghai_massacre,-5.029383486793154,tier4_20crv3
1936_spanish_civil_war_start,-0.7769751987574232,tier4_20crv3
1937_barcelona_may_days,-1.6497371247167685,tier4_20crv3
1938_kristallnacht,4.4701587301587296,tier1_ghcn
1943_detroit_race_riot,6.664444444444445,tier1_ghcn
1943_warsaw_ghetto_uprising,7.537958054315478,tier4_20crv3
1943_zoot_suit_riots,-3.8217948717948715,tier1_ghcn
1944_warsaw_uprising,-0.5493610370624502,tier4_20crv3
1947_partition_punjab,3.4835284648497478,tier4_20crv3
1956_hungarian_revolution,3.6359701332139096,tier4_20crv3
1960_sharpeville_massacre,-0.6202789493864991,tier4_20crv3
1965_watts_riots,2.0080614148473472,tier4_20crv3
1967_detroit_riots,3.325766871165648,tier1_ghcn
1967_newark_riots,2.1368098159509223,tier1_ghcn
1968_mlk_dc_riots,2.873354231974922,tier1_ghcn
1968_paris_may,-3.0073619631901813,tier1_ghcn
1968_prague_spring,-3.696123181676569,tier4_20crv3
1968_tlatelolco,0.6582608695652183,tier1_ghcn
1969_stonewall,8.598749999999999,tier1_ghcn
1970_kent_state,1.4421212121212115,tier1_ghcn
1971_attica_prison,4.426666666666666,tier1_ghcn
1972_bloody_sunday_derry,-5.854518072289157,tier1_ghcn
1976_soweto_uprising,0.7394601922286235,tier4_20crv3
1978_iran_black_friday,1.3846153846153832,tier1_ghcn
1979_iranian_revolution,3.6853197441726433,tier4_20crv3
1980_miami_liberty_city,-0.13895705521472834,tier1_ghcn
1980_nm_state_penitentiary,0.5927582734860248,tier4_20crv3
1980_stpauls_riot,0.04398734177215147,tier1_ghcn
1981_brixton_riot,9.186581469648564,tier1_ghcn
1981_toxteth_riots,-3.152147239263801,tier1_ghcn
1982_hama_massacre,-2.2447431848404236,tier3_era5
1985_broadwater_farm,4.434472049689441,tier1_ghcn
1985_handsworth_riots,1.6084745762711883,tier1_ghcn
1989_romanian_revolution,11.889570552147239,tier1_ghcn
1989_tiananmen,2.068437499999998,tier1_ghcn
1991_crown_heights,-1.784355828220857,tier1_ghcn
1992_algiers_airport,2.6756097560975576,tier1_ghcn
1992_la_riots,2.9330218068535814,tier1_ghcn
1993_mogadishu_black_hawk,-1.1713461515766603,tier3_era5
1994_rwandan_genocide,-2.600423433803229,tier3_era5
1997_albania_unrest,-0.22136663030217463,tier3_era5
1998_indonesia_riots,1.5757894736842104,tier1_ghcn
2001_cincinnati_riots,9.874904942965777,tier1_ghcn
2005_paris_banlieue_riots,6.600000000000005,tier1_ghcn
2008_athens_greek_riots,4.128163265306121,tier1_ghcn
2009_iran_green_movement,-1.9540716612377835,tier1_ghcn
2010_tunisian_revolution,-4.741528239202662,tier1_ghcn
2011_bahrain_pearl,-4.486159169550174,tier1_ghcn
2011_egyptian_revolution,-0.7688779685110809,tier3_era5
2011_england_riots,-3.059360730593607,tier1_ghcn
2011_libyan_civil_war,-1.4896551724137943,tier1_ghcn
2011_occupy_wall_street,5.560317460317462,tier1_ghcn
2011_syrian_uprising,-0.4434297713765325,tier3_era5
2011_yemeni_uprising,1.923928304283816,tier3_era5
2014_euromaidan,7.79616724738676,tier1_ghcn
2014_ferguson_first,-3.501857585139323,tier1_ghcn
2014_ferguson_grand_jury,0.6714285714285708,tier1_ghcn
2015_baltimore_freddie_gray,-7.059060402684565,tier1_ghcn
2017_charlottesville,-0.8361635220125763,tier1_ghcn
2019_chile_estallido,1.8564356435643532,tier1_ghcn
2019_hong_kong_june_12,-0.21258064516129593,tier1_ghcn
2019_hong_kong_polyu,0.8831210191082839,tier1_ghcn
2019_iraq_tishreen,5.47177033492823,tier1_ghcn
2019_lebanon_thawra,-0.10352564102564088,tier1_ghcn
2020_george_floyd_minneapolis,5.006521739130438,tier1_ghcn
2021_capitol_storming,-0.6579268292682929,tier1_ghcn
2022_iran_mahsa_amini,0.8960474308300448,tier1_ghcn
2022_kazakhstan_bloody_january,5.50531561461794,tier1_ghcn
2022_sri_lanka_aragalaya,-0.33769841269841194,tier1_ghcn
2023_france_nahel_riots,0.018061674008812645,tier1_ghcn
2024_bangladesh_july_uprising,1.636138613861391,tier1_ghcn
2024_new_caledonia_riots,1.088990825688068,tier1_ghcn
